Unique Id,Name,Required,Sprite,Probst,KS4694,MN1302,Iroquois,Simpson,Hayes,Williams,Dare,7499,Ogden,Delsoy 5710,CNS-PI548445,Platte,Owens,Sohoma,PI171442,Nile,Lamar,Dorman,Pickett 71,Hoyt,IL1,Cutler 71,Savoy,GR8836,OAC Aries,Protana,Sargent,SRF 450,Beeson,Seneca,Clifford,Young,Ozark,Vickery,Hill,UM3,Holladay,Johnston,Defiance,Calhoun,Ripley,Lee,Strong,Dunfield-PI548318,Bronson,Bell,Union,Saturn,LN83-2356,Sloan,Weber,BSR 302,TN 4-94,Richland,Stafford,Hodgson 78,Kato,Ozzie,Sturdy,Council,Lambert,Toyopro,Coles,Bolivar,Century 84,Pixie,Yale,Kingwa,Camp,Hood 75,Coker 136,Tara,Hawkeye 63,CNS-PI341246,5002T,A3733,Toano,Keller,A2427,Vance,Roanoke,Disoy,Hutton,Daksoy,Bragg,CX458,Brim,Alpha,Harbar,Cook,SS202,Hood,A5848,Braxton,Davis,Maxcy,Minnatto,Kenwood,N6201,SRF 400,OAC Talbot,PI230970,Hodgson,Delsoy 4500,Resnik,Cutler,Edison,SRF 100,A3659,Miles,Spencer,Sprite 87,Mukden-PI235335,Delsoy 4210,Prohio,Spry,Crawford,GR8936,Douglas,Regal,Chamberlain,Clark,Cumberland,Vertex,A3427,Gnome,Gnome 85,LS301,LS92-1800,DeSoto,Charleston,Sparks,Hobbit,LS93-0375,Fayette,Magna,Winchester,Er-hej-jan,BSR 301,A1937,A2543,A3322,A3415,A2234,Hartz 9190,Kunitz,A2943,A2242,A3127,Nornatto,Sherman,H7190,CX291,A1662,A3803,Dunfield-PI153243,Strain No. 18,Tokyo-PI417580,Mandarin Ottawa,Pennyrile,Kanro-PI084928,Palmetto-PI438412,CX329,PI054610_4,CX469c,Peking-PI297543,TN93-99,Piatt,Pickett,A3510,Pershing,PI054610_1,Conrad,Dunbar,Wabash,Stride,Beeson 80,Olympus,Hobbit 87,Agripro 26,Sandusky,CX298,A3307,Flyer,TN 4-86,Hack,Gail,Custer,Athow,Ohio FG2,Marcus,Greencastle,Wells II,Miami,Freedom,Leflore,Marion,PI054610,Vinton 81,Burlison,Buckshot 723,D86-8286,Lancer,Haberlandt-PI438343,Illini-PI157434,Bradley,Graham,KS5292,Ina,A.K. (Harrow),Harosoy,Hutcheson,Delsoy 5500,Delsoy 4710,S 1492,Pella,Peterson Jade,Harper 87,Pearl,Ralsoy,Tracy,Haberlandt-PI548456,Centennial,Komata,Bedford,Tokyo-PI548493,Fowler,Hartwig,Ford,FC031745,Lakota,Perry,A3966,Arksoy,Archer,Dassel,A3205,Mitchell,A2506,A1214,Delsoy 4900,A2522,S-100,Bert,B 216,OT89-15,Palmetto-PI548480,Amsoy 71,Leslie,Dawson,Evans,Avery,Mukden-PI548391,LS201,SRF 150,Mead,Hamilton,LS94-3207,MN0901,SRF 307B,Forrest,BSR 101,Zane,Flint,Vansoy,Bonus,Corsoy,Chapman,Jack,Kasota,BSR 201,Celest,Amsoy,Chesapeake,Capital,A1525,Glenwood,Century,Amcor,Corsica,Nebsoy,A2187,Agassiz,A3935,Dyer,Ankur,Nattawa,Maverick,Sharkey,Emerald,Ohio FG1,Epps,A4415,Hardin,Sibley,Oakland,NE2701,UA 4805,OT89-10,Ross,A5560,Kahala,Essex,Peking-PI438497,Manokin,Illini-PI548348,Kanro-PI548356,Lincoln,Peking-PI548402,Wayne,Mokapu Summer,Peking-PI438496A,Elgin,PI088788,Wells,Vinton,Parker,AP 200,A4715,Harly
3333,BARC_1.01_Gm_13_34360573_G_A,0,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3
3334,BARC_1.01_Gm_13_344320_G_A,0,1,3,1,3,,,3,3,1,3,1,,,3,1,,3,3,1,3,3,1,1,3,1,3,3,1,1,3,3,3,1,1,3,3,1,3,1,3,3,1,1,3,1,1,1,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,1,3,1,1,,3,3,3,3,1,1,1,3,1,3,1,3,3,1,3,3,1,3,1,3,3,3,1,3,3,1,3,3,3,3,3,3,1,3,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,1,1,3,3,1,3,,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,1,3,1,1,1,3,1,3,1,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,3,1,1,1,1,1,1,3,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,1,3,3,,1,3,3,3,,3,,,,3
3335,BARC_1.01_Gm_13_34465720_C_T,0,2,4,4,,2,4,4,2,2,2,2,2,2,,2,2,,2,4,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,4,4,2,2,4,2,4,4,4,4,4,2,4,4,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,4,4,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,2,2,2,2,2,4,4,2,4,2,2,2,4,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,4,2,4,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,4,2,2,2,4,4,2,4,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,4,4,4,2,2,2,4,4,4,2,2,4,2,2,2,2,2,2,4,4,2,4,4,2,2,4,2,4,2,4,4,4,2,2,2,4,2,2,2,,4,,4,2,2,2,4,,2,,,4,2,2,,2,2,2,2,4,2,2,2,2,2,,2,4,4,,2,,4
3336,BARC_1.01_Gm_13_34518383_G_A,0,3,3,3,3,,3,3,3,3,3,3,3,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,1,3,3,3,3,,3,,3
3337,BARC_1.01_Gm_13_34602307_A_G,0,1,1,1,1,1,1,1,1,1,1,1,,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,3,3,1,3,1,3,1,3,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,3,1,1,3,3,3,1,3,1,1,1,1,1,1,3,3,1,1,3,1,1,1,3,3,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,3,1,3,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,3,1,3,3,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,3,3,1,1,1,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,3,3,3,1,1,1,1,3,1,1,1,1,1,1,1,3,1,3,3,1,3,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,3,3,1,,1,3,1,1,1,1,,1,1,1,1,3,1,1,1,,3,,1,3,3,1,1,3,3,3,1,3,1,1,1,1,3,,1,1
3338,BARC_1.01_Gm_13_34645498_A_G,0,3,3,3,3,1,3,3,1,3,1,3,3,,3,3,3,3,1,1,3,3,3,3,1,1,1,3,1,3,1,1,3,3,3,3,3,1,3,3,3,1,3,3,3,3,1,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,1,3,1,1,3,1,1,3,3,3,1,3,1,3,3,3,3,1,3,3,3,3,3,3,1,1,3,3,3,1,1,1,1,1,1,3,3,3,1,1,3,1,1,1,1,1,1,1,3,1,3,3,1,1,1,3,1,3,1,1,1,1,3,1,3,3,3,1,3,3,1,1,1,1,3,,3,3,1,1,3,3,3,1,3,3,3,1,1,1,3,1,1,3,1,3,3,1,1,1,3,1,1,3,3,3,1,1,1,1,1,3,1,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,1,1,1,3,1,1,3,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,1,1,1,1,3,3,1,3,3,1,1,3,3,3,3,3,3,3,1,1,1,3,1,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,1,3,3,3,1,3,3,3,1,1,1,3,1,3,3,3,3,1,1,3,3
3339,BARC_1.01_Gm_13_34703693_G_A,0,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,,1,1,1,1,1,3,3,3,1,3,1,3,3,1,1,1,1,1,3,1,1,1,3,1,1,1,1,3,1,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1,3,3,1,3,3,1,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,3,3,1,1,1,3,3,3,3,3,3,1,1,1,3,3,1,3,3,3,3,3,3,3,1,3,1,1,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,3,1,1,3,3,3,3,1,1,1,1,3,3,1,1,1,3,1,1,1,3,3,3,1,1,3,1,3,1,1,3,3,3,1,3,3,1,1,1,3,3,3,3,3,1,3,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,3,3,1,3,3,1,1,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,3,3,3,3,1,1,3,1,1,3,3,1,1,1,1,1,1,1,3,3,3,1,3,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,,1,1,1,3,1,3,1,3,3,3,1,3,1,1,1,1,3,3,1,1
3340,BARC_1.01_Gm_13_34748233_G_A,0,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,,1,1,1,1,1,3,3,3,1,3,1,3,3,1,1,1,1,1,3,1,1,1,3,1,1,1,1,3,1,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1,3,3,1,3,3,1,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,3,3,1,1,1,3,3,3,3,3,3,1,1,1,3,3,1,3,3,3,3,3,3,3,1,3,1,1,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,3,1,1,3,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,3,1,3,1,1,3,1,3,1,1,3,3,3,1,3,3,1,1,1,3,3,3,3,3,1,3,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,3,3,1,3,3,1,1,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,3,3,3,3,1,1,3,1,1,3,3,1,1,1,1,1,1,1,3,3,3,1,3,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,3,1,1,1,3,1,3,1,3,3,3,1,3,1,1,1,1,3,3,1,1
3341,BARC_1.01_Gm_13_34818193_C_T,0,4,4,4,4,2,4,4,2,4,2,4,4,4,4,4,4,4,,4,4,4,4,4,2,2,2,4,2,4,2,2,4,4,4,4,4,2,4,4,4,2,4,4,4,4,2,4,2,2,4,4,,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,2,4,2,2,4,2,2,4,4,4,2,4,2,4,4,4,4,2,4,4,4,4,4,4,2,2,4,4,4,2,2,2,2,2,2,4,4,4,2,2,4,2,2,2,2,2,2,2,4,2,4,4,2,2,2,4,2,4,2,2,2,2,4,2,4,4,4,2,4,4,2,2,2,2,4,4,4,4,2,2,4,4,4,4,4,4,4,2,4,2,4,4,2,4,2,4,4,2,2,2,4,2,2,4,4,4,2,2,2,2,2,4,2,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,2,2,2,4,2,2,4,4,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,2,2,2,2,4,4,2,4,4,2,2,4,4,,4,4,4,4,2,2,2,4,2,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,2,4,4,4,2,4,2,4,2,2,2,4,2,4,4,4,4,2,2,4,4
3342,BARC_1.01_Gm_13_3489099_C_T,0,2,4,2,2,2,4,4,2,2,4,2,2,,,2,2,2,2,,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,2,2,2,2,2,2,2,4,2,2,2,2,2,4,4,2,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4,4,2,4,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,4,4,,2,2,4,2,4,2,2,2,2,4,4,4,2,4,4,4,2,2,2,2,2,4,4,2,4,2,4,2,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,4,4,4,2,2,4,2,4,2,2,2,4,4,4,2,2,2,4,2,4,2,2,2,2,2,2,4,4,2,4,4,4,2,2,2,2,4,2,4,2,4,2,4,2,2,4,4,4,2,2,2,4,2,2,2,2,4,4,2,2,2,,2,2,2,2,4,2,2,2,2,2,2,2,4,2,4,2,2,2,,,,4
3343,BARC_1.01_Gm_13_34946643_T_C,0,2,2,4,2,4,,,4,2,,2,2,4,2,2,2,2,,4,2,2,2,2,4,4,4,2,4,2,4,4,2,2,2,2,2,4,2,2,2,4,2,2,2,2,4,2,4,4,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,4,2,4,4,2,4,4,2,2,2,4,2,4,2,2,2,2,4,2,2,2,2,2,2,4,4,2,2,2,4,4,4,4,4,4,2,2,2,4,4,2,4,4,4,4,4,4,4,2,4,2,2,4,4,4,2,4,2,4,4,4,4,,4,2,4,2,4,2,2,4,4,4,4,2,4,2,2,4,4,2,2,2,2,2,2,2,4,2,4,2,4,4,2,2,2,2,4,4,4,2,4,4,2,2,2,4,4,4,4,4,2,4,2,4,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,4,4,4,2,4,4,2,2,4,4,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,4,4,4,4,2,2,4,2,2,4,4,2,2,2,2,2,2,2,4,4,4,2,4,2,4,2,2,2,,,2,2,,2,4,2,2,2,,2,2,2,4,2,4,2,4,4,4,2,4,2,2,2,,4,4,4,2
3344,BARC_1.01_Gm_13_35032818_G_A,0,3,1,1,1,,1,1,3,1,3,1,1,1,,1,1,1,3,1,1,1,3,3,3,3,3,1,3,1,3,3,3,3,1,1,1,1,1,1,1,3,3,1,1,3,3,1,3,3,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1,3,1,1,1,3,3,3,3,3,3,3,1,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,3,3,1,1,1,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,3,3,3,3,1,1,3,1,3,3,3,1,1,1,3,3,1,3,1,3,3,,3,1,3,3,1,3,3,3,1,3,3,3,1,1,3,3,3,3,3,1,3,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1,3,1,3,3,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,3,3,3,1,3,3,1,1,3,3,1,1,1,1,1,3,1,1,1,1,3,1,1,3,1,3,3,3,3,1,1,3,1,1,3,3,1,3,1,3,1,1,1,3,3,3,1,3,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,3,3,1,3,3,1,3,1,3,3,3,1,3,1,1,1,1,3,,1,1
3345,BARC_1.01_Gm_13_35171829_A_G,0,3,3,3,3,1,3,3,1,3,1,3,3,,3,3,3,3,1,1,3,3,3,3,1,1,1,3,1,3,1,1,1,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,1,3,1,1,3,1,1,3,3,3,1,3,1,3,3,3,3,1,3,3,3,3,3,3,1,1,3,3,3,1,1,1,1,1,1,3,3,3,1,1,3,1,1,1,1,1,1,1,3,1,3,3,1,1,1,3,1,3,1,1,1,1,1,1,3,1,3,1,3,3,1,1,1,1,3,,3,3,1,1,3,3,3,3,3,3,3,1,3,1,3,1,1,3,3,3,3,1,1,1,3,1,1,3,3,3,1,1,1,1,1,3,1,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,1,3,3,3,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,1,1,1,3,1,1,3,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,1,1,1,1,3,3,1,3,3,1,1,3,3,3,3,3,3,3,1,1,1,3,1,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,1,3,3,3,1,3,1,3,1,1,1,3,1,3,3,3,3,1,1,,3
3346,BARC_1.01_Gm_13_35248287_A_G,0,1,3,3,1,3,3,1,1,,1,1,3,3,1,1,3,3,3,,3,3,1,1,1,3,3,3,1,1,1,1,1,3,3,3,1,3,1,3,3,3,3,3,3,1,3,3,1,1,3,3,1,1,1,3,1,3,3,3,1,1,3,1,1,1,3,1,1,1,1,3,3,3,1,3,1,3,3,3,1,3,3,3,1,3,1,3,3,3,1,3,3,1,3,3,3,3,3,1,3,3,1,3,1,3,3,3,1,3,1,3,1,1,1,3,1,3,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,3,3,1,3,1,1,3,3,3,3,1,3,1,3,1,3,3,1,3,3,1,3,3,1,3,1,1,3,3,3,3,3,3,1,1,3,1,1,1,3,3,3,3,3,3,3,3,3,3,1,3,1,1,1,3,3,1,3,1,1,3,3,3,1,3,3,3,3,3,1,1,3,3,1,1,1,3,1,3,1,3,3,3,1,3,1,3,3,1,1,1,1,3,1,3,1,1,1,1,1,3,3,1,3,1,1,1,1,1,3,1,3,3,3,1,1,1,3,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,3,1,3,1,3,3,3,1,1,3,3,,3,3,1,3,,1,3,1,1,3,3,3,1,3,1,3,1,1,1,3,1,1,1,1,1,3,1,3,1
3347,BARC_1.01_Gm_13_35370448_C_T,0,4,4,4,4,2,4,4,2,2,,,,4,4,2,,4,,4,2,2,4,4,2,2,2,4,2,4,2,2,2,4,2,2,2,2,4,4,2,2,4,4,2,4,2,2,2,2,2,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,2,,4,2,2,2,4,2,2,4,2,2,2,4,2,2,4,2,2,2,4,4,2,2,2,2,4,4,2,2,2,4,4,2,2,2,2,2,2,2,4,4,4,2,2,4,2,2,2,2,2,2,2,4,2,4,4,2,2,2,4,2,4,2,2,2,2,4,2,4,2,4,2,4,2,2,2,2,2,4,4,4,4,2,2,4,4,2,2,4,4,2,2,2,2,4,4,2,2,4,4,2,2,2,2,4,2,2,4,4,4,2,2,2,2,2,4,2,4,2,4,4,4,4,2,2,4,2,4,2,4,2,2,4,2,2,2,4,4,4,4,4,2,2,2,2,4,2,2,2,4,2,2,4,2,2,2,2,2,2,4,4,2,2,4,4,2,2,2,4,2,2,2,4,2,2,2,4,4,4,4,2,4,2,4,4,4,2,4,2,2,2,2,2,2,4,4,2,4,4,2,2,4,4,4,4,4,4,4,2,2,2,4,2,2,2,4,4,4,4,,2,2,4,4,2,4,4,4,2,4,4,4,4,2,4,4,2,4,2,2,4,4,2,4,4,4,,2,4
3348,BARC_1.01_Gm_13_35515983_A_G,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1
3349,BARC_1.01_Gm_13_35545045_T_G,0,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,,4,4,4,4,4
3350,BARC_1.01_Gm_13_35592560_T_C,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,2,4,2,4,4,4,4,4,4
